date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:03:06	803/803	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/broken_link.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/broken_link.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:03:07	295/295	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/rating.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/rating.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:03:09	266/266	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/like_placeholder.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/like_placeholder.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:03:11	266/266	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/like.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/like.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:03:13	384/384	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/dislike.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/dislike.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:03:14	278/278	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/info.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/info.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:03:17	345/345	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/about.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/about.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:03:19	399/399	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/picture.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/picture.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:03:25	461/461	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/clock.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/clock.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:03:27	1089/1089	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/alarm_clock.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/alarm_clock.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:03:34	1009/1009	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/address_book.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/address_book.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:03:35	421/421	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/contacts.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/contacts.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:03:37	959/959	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/news.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/news.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:03:37	205/205	---M--	200	added ('OK')	image/svg+xml	etag:%2258d643cd-cd%22	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/bookmark.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/bookmark.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:03:44	1084/1084	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/binoculars.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/binoculars.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:03:51	721/721	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/search.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/search.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:03:51	1056/1056	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/ruler.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/ruler.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:03:52	1554/1554	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/services.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/services.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:03:59	1025/1025	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/settings.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/settings.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:04:07	515/515	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/support.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/support.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:04:07	985/985	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/frame.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/frame.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:04:15	299/299	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/menu.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/menu.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:04:16	676/676	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/key.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/key.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
13:04:23	1257/1257	---MCZ	200	added ('OK')	image/svg+xml	date:Sat,%2025%20Mar%202017%2010:17:49%20GMT	http://coderthemes.com/codefox_1.1/light_1/assets/images/icons/calendar.svg	/home/usman/websites/CodeFox/coderthemes.com/codefox_1.1/light_1/assets/images/icons/calendar.svg	(from http://coderthemes.com/codefox_1.1/light_1/icons-colored.html)
